epoch,acc,loss,val_acc,val_loss
0,0.6300234794616699,0.870002269744873,0.6276346445083618,0.8506160378456116
1,0.6944487690925598,0.7237621545791626,0.31147539615631104,1.5235636234283447
2,0.7222830057144165,0.6654548048973083,0.7142857313156128,0.6545710563659668
3,0.7313526272773743,0.6365129947662354,0.7540983557701111,0.6117010712623596
4,0.7554339170455933,0.604953944683075,0.7704917788505554,0.615095317363739
5,0.768256425857544,0.573934018611908,0.7540983557701111,0.6122097969055176
6,0.7776387929916382,0.5570697784423828,0.7822014093399048,0.5769150853157043
7,0.7798280119895935,0.5421565771102905,0.3325527012348175,2.6122326850891113
8,0.7992181181907654,0.511481761932373,0.7751756310462952,0.5772661566734314
9,0.8020328283309937,0.5044413208961487,0.7892271876335144,0.5289785861968994
10,0.8151680827140808,0.4769374430179596,0.5714285969734192,1.2677502632141113
11,0.8123533725738525,0.47906458377838135,0.7939109802246094,0.5727654099464417
12,0.8156372308731079,0.47156667709350586,0.8126463890075684,0.5381285548210144
13,0.8268960118293762,0.4532868564128876,0.824355959892273,0.47991135716438293
14,0.8317435383796692,0.44058021903038025,0.8220140337944031,0.4733797013759613
15,0.8365910649299622,0.43549099564552307,0.7962529063224792,0.49627482891082764
16,0.8369038105010986,0.42859309911727905,0.8079625368118286,0.5194131731987
17,0.8383111953735352,0.4325844943523407,0.8103044629096985,0.534568727016449
18,0.8481626510620117,0.4121614098548889,0.7658079862594604,0.6074696779251099
19,0.8464425206184387,0.405608594417572,0.7962529063224792,0.5150867700576782
20,0.8403440117835999,0.4302895963191986,0.8173301815986633,0.47816112637519836
21,0.8437842130661011,0.4139622151851654,0.8103044629096985,0.49389034509658813
22,0.85832679271698,0.37828415632247925,0.824355959892273,0.49390944838523865
23,0.8598905205726624,0.3736407160758972,0.8290398120880127,0.4814120829105377
24,0.8724002838134766,0.3550320565700531,0.8149883151054382,0.577931821346283
25,0.8789679408073425,0.33301103115081787,0.824355959892273,0.5175006985664368
26,0.8655199408531189,0.3571047782897949,0.8337236642837524,0.5285853147506714
27,0.868490993976593,0.35007044672966003,0.8430913090705872,0.461897611618042
28,0.8830336332321167,0.31655043363571167,0.7985948324203491,0.5330554246902466
29,0.8827208876609802,0.3109005391597748,0.8360655903816223,0.4957123100757599
30,0.8963252305984497,0.2893863916397095,0.8126463890075684,0.5979999303817749
31,0.8963252305984497,0.295698881149292,0.7892271876335144,0.6493852734565735
32,0.9016419053077698,0.26735010743141174,0.824355959892273,0.6749670505523682
33,0.9155590534210205,0.23946356773376465,0.8407494425773621,0.5831847786903381
34,0.913526177406311,0.2356928437948227,0.8149883151054382,0.6277379989624023
35,0.9164972901344299,0.22853679955005646,0.8337236642837524,0.612186849117279
36,0.9232212901115417,0.21532174944877625,0.8313817381858826,0.6548348069190979
37,0.9422986507415771,0.17147313058376312,0.8266978859901428,0.594825267791748
38,0.9330726861953735,0.1953205168247223,0.8266978859901428,0.7019767165184021
39,0.9376075267791748,0.1754518747329712,0.7962529063224792,0.8143510818481445
40,0.9160281419754028,0.22500112652778625,0.8360655903816223,0.594011664390564
41,0.9544957280158997,0.13950896263122559,0.8173301815986633,0.6776356101036072
42,0.9620015621185303,0.1084657683968544,0.7962529063224792,0.7571409940719604
43,0.9706020355224609,0.09359512478113174,0.8220140337944031,0.7618934512138367
44,0.9695074558258057,0.09087177366018295,0.7985948324203491,1.0617144107818604
