epoch,acc,loss,val_acc,val_loss
0,0.6095386743545532,0.9127897620201111,0.6721311211585999,0.7639012932777405
1,0.6758404970169067,0.7527473568916321,0.3419203758239746,1.6688772439956665
2,0.7089914083480835,0.6882339119911194,0.7400468587875366,0.6875109076499939
3,0.7250977158546448,0.6604388356208801,0.7377049326896667,0.6276077628135681
4,0.7430805563926697,0.6274247765541077,0.7681499123573303,0.5566699504852295
5,0.7469898462295532,0.6168377995491028,0.7236533761024475,0.6763348579406738
6,0.7557466626167297,0.5938615798950195,0.7658079862594604,0.5416977405548096
7,0.7737295031547546,0.56532883644104,0.8079625368118286,0.5010288953781128
8,0.7737295031547546,0.5555593967437744,0.8056206107139587,0.5165995359420776
9,0.784988284111023,0.5451937913894653,0.7915691137313843,0.5532665252685547
10,0.8021892309188843,0.5097492933273315,0.7728337049484253,0.535327136516571
11,0.8037529587745667,0.500008761882782,0.8103044629096985,0.46062761545181274
12,0.8120406270027161,0.48008689284324646,0.7845433354377747,0.5378766059875488
13,0.8107897043228149,0.48412397503852844,0.7962529063224792,0.4627143144607544
14,0.819233775138855,0.47185471653938293,0.8149883151054382,0.48245078325271606
15,0.8203283548355103,0.45594626665115356,0.5480093955993652,0.806032121181488
16,0.8253322839736938,0.4541705846786499,0.7704917788505554,0.5344884395599365
17,0.8308053016662598,0.4439696669578552,0.8032786846160889,0.4909670352935791
18,0.839093029499054,0.4293018877506256,0.8173301815986633,0.46638643741607666
19,0.8417513966560364,0.41519302129745483,0.8290398120880127,0.43039873242378235
20,0.8495699763298035,0.3974067270755768,0.8220140337944031,0.5052966475486755
21,0.8481626510620117,0.39656633138656616,0.8501170873641968,0.43740734457969666
22,0.8656762838363647,0.35775676369667053,0.8290398120880127,0.4443025588989258
23,0.8620797395706177,0.3527178168296814,0.8477751612663269,0.45016852021217346
24,0.878655195236206,0.3270229995250702,0.845433235168457,0.431359201669693
25,0.8802189230918884,0.32315725088119507,0.8032786846160889,0.5466026663780212
26,0.8853791952133179,0.30807217955589294,0.8313817381858826,0.49363061785697937
27,0.8889757394790649,0.30406978726387024,0.845433235168457,0.4623793959617615
28,0.8944488167762756,0.28823596239089966,0.7962529063224792,0.5980914235115051
29,0.8947615027427673,0.27958613634109497,0.8266978859901428,0.49473071098327637
30,0.9072713255882263,0.2579156458377838,0.7939109802246094,0.5919911861419678
31,0.9215011596679688,0.22131139039993286,0.8220140337944031,0.6498441100120544
32,0.9213448166847229,0.22361548244953156,0.6955503225326538,1.030255913734436
33,0.928537905216217,0.19779561460018158,0.8266978859901428,0.5384454131126404
34,0.9433932900428772,0.15986688435077667,0.8313817381858826,0.5890005230903625
35,0.9513682723045349,0.14447884261608124,0.8173301815986633,0.5944878458976746
36,0.9438623785972595,0.1649434119462967,0.8173301815986633,0.7325325012207031
37,0.9546520709991455,0.1351546049118042,0.8337236642837524,0.6710305213928223
38,0.9654417634010315,0.10641935467720032,0.4496487081050873,1.8641263246536255
39,0.9691947102546692,0.09267786145210266,0.845433235168457,0.6674430966377258
40,0.975918710231781,0.07693873345851898,0.8407494425773621,0.6792081594467163
41,0.9802970886230469,0.06051294878125191,0.8173301815986633,0.6721837520599365
42,0.978420615196228,0.06679630279541016,0.7845433354377747,0.853640615940094
43,0.9512118697166443,0.1368759125471115,0.8266978859901428,0.7468976974487305
44,0.984362781047821,0.05379330366849899,0.8173301815986633,0.724513053894043
45,0.9806098341941833,0.0641278475522995,0.8266978859901428,0.7609565854072571
46,0.9935887455940247,0.026090065017342567,0.8266978859901428,0.872275173664093
47,0.9989054203033447,0.010555514134466648,0.8407494425773621,0.8233366012573242
48,0.9995309114456177,0.00636236323043704,0.8266978859901428,0.8730773329734802
49,0.9996872544288635,0.005710527766495943,0.8173301815986633,0.849280059337616
50,0.999374508857727,0.004634818993508816,0.8407494425773621,0.8503280282020569
51,1.0,0.003629040438681841,0.824355959892273,0.8163776397705078
52,1.0,0.0022638277150690556,0.8220140337944031,0.8938063979148865
53,1.0,0.0016821918543428183,0.8337236642837524,0.9136274456977844
54,0.993432343006134,0.021051865071058273,0.32786884903907776,12.152341842651367
55,0.8897576332092285,0.3484494090080261,0.8173301815986633,0.6368282437324524
56,0.9729475975036621,0.08996528387069702,0.7658079862594604,1.4120750427246094
57,0.9838936924934387,0.05028610676527023,0.8173301815986633,0.8136934638023376
58,0.9968725442886353,0.020011605694890022,0.8196721076965332,0.8572661876678467
59,0.9987490177154541,0.012221170589327812,0.8196721076965332,0.9691630005836487
60,0.9974980354309082,0.011338206939399242,0.8126463890075684,0.9108060598373413
61,0.9982799291610718,0.009334278292953968,0.8313817381858826,0.924986720085144
62,0.9913995265960693,0.029702167958021164,0.7892271876335144,1.2866714000701904
63,0.9527755975723267,0.13217970728874207,0.824355959892273,0.7892162799835205
64,0.9773260354995728,0.06803474575281143,0.845433235168457,0.7419164776802063
65,0.9895230531692505,0.03241850808262825,0.824355959892273,0.831626296043396
66,0.993432343006134,0.02278253249824047,0.8149883151054382,0.8089237809181213
67,0.9974980354309082,0.011388976126909256,0.8220140337944031,0.8950450420379639
68,0.9992181658744812,0.0050588143058121204,0.8501170873641968,0.8530442714691162
69,0.9998436570167542,0.002678986405953765,0.8407494425773621,0.9542598128318787
